,id,athlete_id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,achievement_count,kudos_count,average_speed,max_speed,average_cadence,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,average_heartrate_sort,max_heartrate_sort,elev_high,elev_low,pr_count,suffer_score,date,date_sort,time,distance_f,moving_time_f,pace,start_lat,start_lng
171,9010190085,2.0,Afternoon run,4413.0,1115,1115,41.1,Run,2,3,3.958,5.684,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,21.4,1,n/a,04/05/2023,738644,17:27:43,4.41km,00:18:35,04:13/km,51.014548698440194,-0.37900627590715885
172,9002742764,2.0,Morning Ride,101019.0,12740,18578,969.0,Ride,20,8,7.929,19.676,n/a,155.8,n/a,n/a,1985.4,0,0,n/a,n/a,0.0,0,185.2,13.8,5,n/a,03/05/2023,738643,09:25:14,101.02km,03:32:20,28.5km/h,51.014664536342025,-0.3780145291239023
173,8979867950,2.0,Evening jog pre injury,1850.5,633,648,7.9,Run,0,0,2.923,4.523,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,11.8,3.8,0,n/a,29/04/2023,738639,19:46:36,1.85km,00:10:33,05:42/km,51.47301625460386,-0.18741600215435028
174,8972786079,2.0,Afternoon Ride,34501.2,4055,4114,279.3,Ride,30,5,8.508,15.624,n/a,169.3,n/a,n/a,686.3,0,0,n/a,n/a,0.0,0,85.4,10.1,14,n/a,28/04/2023,738638,16:09:44,34.50km,01:07:35,30.6km/h,51.014667470008135,-0.3780296165496111
175,8965590583,2.0,Morning blast,16391.8,1813,1813,128.0,Ride,16,6,9.041,12.898,n/a,190.9,n/a,n/a,346.2,0,0,n/a,n/a,0.0,0,58.2,14.8,4,n/a,27/04/2023,738637,11:35:39,16.39km,00:30:13,32.5km/h,51.01462019607425,-0.37810237146914005
176,8961243098,2.0,Afternoon jog,5564.7,2019,2077,33.2,Run,0,3,2.756,5.104,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,47.1,37.3,0,n/a,26/04/2023,738636,16:45:42,5.56km,00:33:39,06:03/km,51.46873134188354,-0.7825542613863945
177,8952736026,2.0,Morning Run,5017.5,1467,1471,31.3,Run,0,7,3.42,5.584,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,19.5,4.2,0,n/a,25/04/2023,738635,08:39:55,5.02km,00:24:27,04:52/km,37.079149866476655,-8.126229895278811
178,8948573358,2.0,Algarve climbing,100928.0,14899,19432,1469.0,Ride,0,12,6.774,18.906,n/a,140.4,n/a,n/a,2092.3,0,0,n/a,n/a,0.0,0,505.2,22.6,0,n/a,24/04/2023,738634,09:55:45,100.93km,04:08:19,24.4km/h,37.11672082543373,-8.121691849082708
179,8940669057,2.0,Morning run,6017.9,1693,1693,9.1,Run,0,10,3.555,4.56,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,13.9,4.7,0,n/a,23/04/2023,738633,08:54:32,6.02km,00:28:13,04:41/km,37.07913511432707,-8.126230984926224
180,8935776791,2.0,Morning Ride,53240.2,6994,9499,525.0,Ride,13,11,7.612,16.592,n/a,145.9,n/a,n/a,1020.5,0,0,n/a,n/a,0.0,0,161.4,10.2,12,n/a,22/04/2023,738632,10:12:45,53.24km,01:56:34,27.4km/h,37.116738175973296,-8.121669553220272
181,8929941116,2.0,Morning Ride,52012.1,7381,8816,716.0,Ride,1,7,7.047,17.991,n/a,147.2,n/a,n/a,1086.3,0,0,n/a,n/a,0.0,0,288.8,36.8,0,n/a,21/04/2023,738631,10:28:21,52.01km,02:03:01,25.4km/h,37.1167326439172,-8.121648179367185
182,8920727360,2.0,Evening jog,5077.5,1719,1723,9.4,Run,4,1,2.954,6.378,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.2,4.1,0,n/a,19/04/2023,738629,19:04:02,5.08km,00:28:39,05:39/km,51.45689190365374,-0.21496052853763103
183,8912370989,2.0,Lunch Ride,50989.6,6779,9227,440.0,Ride,45,7,7.522,14.532,n/a,130.7,n/a,n/a,886.1,0,0,n/a,n/a,0.0,0,90.4,24.6,14,n/a,18/04/2023,738628,11:12:32,50.99km,01:52:59,27.1km/h,51.014700662344694,-0.3779840189963579
184,8902985034,2.0,Evening jog,6395.8,2522,2560,22.5,Run,6,3,2.536,6.002,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.2,4.1,0,n/a,16/04/2023,738626,17:55:56,6.40km,00:42:02,06:34/km,51.45684940740466,-0.21507586352527142
185,8896891779,2.0,Evening run,5071.5,1847,1904,27.2,Run,2,1,2.746,6.176,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.2,0,n/a,15/04/2023,738625,19:59:31,5.07km,00:30:47,06:04/km,51.45686885342002,-0.2149156853556633
186,8867134862,2.0,G&D run,4291.5,1059,1059,41.0,Run,0,8,4.052,7.918,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.9,21.4,0,n/a,10/04/2023,738620,17:33:47,4.29km,00:17:39,04:07/km,51.014720192179084,-0.3779382538050413
187,8859406904,2.0,Lunch jog,5076.8,2019,2044,44.6,Run,0,4,2.515,5.694,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,51.2,21.4,0,n/a,09/04/2023,738619,12:06:50,5.08km,00:33:39,06:38/km,51.01460259407759,-0.37895833142101765
188,8843009931,2.0,Afternoon run,5100.0,1422,1511,28.6,Run,3,2,3.586,8.199,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.7,4.2,0,n/a,06/04/2023,738616,16:19:31,5.10km,00:23:42,04:39/km,51.457106648012996,-0.21434747613966465
189,8837154923,2.0,Afternoon Ride,30033.8,3947,4366,240.0,Ride,481,5,7.609,14.774,n/a,142.5,n/a,n/a,562.6,0,0,n/a,n/a,0.0,0,70.0,6.4,98,n/a,05/04/2023,738615,14:36:01,30.03km,01:05:47,27.4km/h,51.45980880595744,-0.21737292408943176
190,8829801410,2.0,Lunch run,5207.9,1406,1489,29.1,Run,4,3,3.704,6.825,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.9,4.2,1,n/a,04/04/2023,738614,11:36:30,5.21km,00:23:26,04:30/km,51.457158364355564,-0.2144930697977543
191,8824910376,2.0,Afternoon run,7004.7,1897,1903,34.6,Run,14,8,3.692,7.494,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.1,7,n/a,03/04/2023,738613,14:33:22,7.00km,00:31:37,04:31/km,51.4571169577539,-0.21447613835334778
192,8818167177,2.0,Morning ride,29857.5,4376,5786,288.8,Ride,7,6,6.823,12.364,n/a,116.7,n/a,n/a,510.8,0,0,n/a,n/a,0.0,0,74.7,10.1,1,n/a,02/04/2023,738612,10:03:29,29.86km,01:12:56,24.6km/h,51.01473796181381,-0.3780845180153847
193,8813172795,2.0,Afternoon run,6646.5,1917,1954,7.5,Run,1,5,3.467,5.186,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.3,3.8,0,n/a,01/04/2023,738611,13:46:09,6.65km,00:31:57,04:48/km,51.45706926472485,-0.21464436315000057
194,8799174389,2.0,Evening run,5039.2,1360,1475,29.2,Run,10,1,3.705,6.78,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.2,3,n/a,29/03/2023,738608,18:32:06,5.04km,00:22:40,04:30/km,51.45692174322903,-0.21492415107786655
195,8735681050,2.0,Afternoon jog,5003.6,1961,2034,26.3,Run,0,3,2.552,5.335,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.2,0,n/a,18/03/2023,738597,14:49:00,5.00km,00:32:41,06:32/km,51.456960970535874,-0.21465458907186985
196,8720298420,2.0,Evening run,5120.4,1366,1492,26.4,Run,4,2,3.748,5.444,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.2,0,n/a,15/03/2023,738594,17:28:22,5.12km,00:22:46,04:27/km,51.456909757107496,-0.21500268951058388
197,8714437797,2.0,Evening run,4851.7,1333,1690,28.4,Run,5,1,3.64,6.38,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,3.8,0,n/a,14/03/2023,738593,18:34:00,4.85km,00:22:13,04:35/km,51.457024589180946,-0.21468451246619225
198,8658001359,2.0,Lunch run,5281.4,1349,1387,27.8,Run,12,6,3.915,7.66,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.5,1,n/a,04/03/2023,738583,12:53:00,5.28km,00:22:29,04:15/km,51.45699449814856,-0.21456909365952015
199,8626311855,2.0,Afternoon jog,5002.3,1998,2106,11.9,Run,5,2,2.504,6.842,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.2,4.1,0,n/a,26/02/2023,738577,14:45:43,5.00km,00:33:18,06:39/km,51.45695644430816,-0.21491811610758305
200,8586724047,2.0,Lunch run,4056.5,1049,1049,26.8,Run,10,1,3.867,8.052,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,5.1,3,n/a,19/02/2023,738570,11:55:30,4.06km,00:17:29,04:19/km,51.45685091614723,-0.21505415439605713
201,8487279263,2.0,Afternoon run,5367.1,1439,1439,38.5,Run,1,1,3.73,6.394,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,50.8,15.2,0,n/a,01/02/2023,738552,13:09:06,5.37km,00:23:59,04:28/km,51.45717521198094,-0.2146467100828886
202,8481552685,2.0,Lunch run,5430.9,1384,1391,38.4,Run,15,1,3.924,10.236,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.8,4.2,11,n/a,31/01/2023,738551,12:18:03,5.43km,00:23:04,04:15/km,51.45722223445773,-0.21457227878272533
203,8476163651,2.0,Afternoon run,5840.3,1535,1535,19.2,Run,7,2,3.805,7.448,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.6,4.1,4,n/a,30/01/2023,738550,12:22:12,5.84km,00:25:35,04:23/km,51.457032803446054,-0.21445199847221375
204,8460911668,2.0,Evening run,5004.3,1194,1194,27.4,Run,13,6,4.191,8.972,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,26.9,4.1,4,n/a,27/01/2023,738547,16:31:55,5.00km,00:19:54,03:59/km,51.45709910430014,-0.21458309143781662
205,8443848240,2.0,Lunch Ride,27125.3,3525,3844,201.0,Ride,14,7,7.695,13.588,n/a,138.8,n/a,n/a,489.4,0,0,n/a,n/a,0.0,0,70.0,17.8,4,n/a,24/01/2023,738544,12:09:57,27.13km,00:58:45,27.7km/h,51.01470334455371,-0.37790413945913315
206,8433245435,2.0,Lunch Ride,9799.2,1357,1611,55.0,Ride,6,1,7.221,11.168,n/a,139.3,n/a,n/a,189.0,0,0,n/a,n/a,0.0,0,34.8,9.2,3,n/a,22/01/2023,738542,12:22:30,9.80km,00:22:37,26.0km/h,51.45739808678627,-0.21395151503384113
207,8427475573,2.0,Morning Ride,51720.5,6929,10077,349.0,Ride,114,8,7.464,13.262,n/a,129.7,n/a,n/a,899.0,0,0,n/a,n/a,0.0,0,92.0,16.8,63,n/a,21/01/2023,738541,09:59:29,51.72km,01:55:29,26.9km/h,51.46181149408221,-0.2210487239062786
208,8423170783,2.0,Afternoon run,5003.0,1217,1220,29.8,Run,0,5,4.111,7.11,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.7,0,n/a,20/01/2023,738540,16:20:08,5.00km,00:20:17,04:03/km,51.45704386755824,-0.21470504812896252
209,8417234383,2.0,Lunch Ride,31377.0,4169,4488,233.0,Ride,39,7,7.526,14.824,n/a,141.1,n/a,n/a,588.4,0,0,n/a,n/a,0.0,0,63.8,13.4,20,n/a,19/01/2023,738539,12:13:58,31.38km,01:09:29,27.1km/h,51.46204819902778,-0.2215420827269554
210,8380019514,2.0,Afternoon run,7034.6,1917,1927,33.8,Run,4,3,3.67,7.883,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.2,0,n/a,12/01/2023,738532,13:47:47,7.03km,00:31:57,04:32/km,51.45690305158496,-0.21491551771759987
211,8369082658,2.0,Afternoon run,5359.5,1426,1426,11.0,Run,5,5,3.758,7.026,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,12.3,3.6,2,n/a,10/01/2023,738530,14:13:20,5.36km,00:23:46,04:26/km,51.46178701892495,-0.22123798727989197
212,8363583782,2.0,Afternoon run,5059.2,1329,1353,28.4,Run,3,6,3.807,6.496,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.8,4.6,0,n/a,09/01/2023,738529,13:50:19,5.06km,00:22:09,04:23/km,51.45703121088445,-0.21469649858772755
213,8347291557,2.0,Lunch Ride,32525.3,4234,6545,234.0,Ride,38,8,7.682,13.65,n/a,134.6,n/a,n/a,569.7,0,0,n/a,n/a,0.0,0,75.6,20.4,20,n/a,06/01/2023,738526,11:59:06,32.53km,01:10:34,27.7km/h,51.014652382582426,-0.37800153717398643
214,8342591684,2.0,Afternoon Ride,35392.9,5048,7450,312.0,Ride,16,6,7.011,14.238,n/a,124.1,n/a,n/a,626.4,0,0,n/a,n/a,0.0,0,74.2,10.8,2,n/a,05/01/2023,738525,13:40:53,35.39km,01:24:08,25.2km/h,51.01472404785454,-0.37798703648149967
215,8331455630,2.0,Afternoon run,7003.1,1880,1886,52.3,Run,4,5,3.725,6.284,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,54.7,26.9,2,n/a,03/01/2023,738523,14:06:56,7.00km,00:31:20,04:28/km,51.01469110697508,-0.37794881500303745
216,8293624729,2.0,Boxing Day blast,47842.1,5372,8296,405.0,Ride,47,8,8.906,18.584,n/a,195.0,n/a,n/a,1047.3,0,0,n/a,n/a,0.0,0,90.6,27.8,36,n/a,26/12/2022,738515,12:34:09,47.84km,01:29:32,32.1km/h,51.01460577920079,-0.37791604176163673
217,8286081046,2.0,Christmas Eve ride,36087.2,4902,5847,428.5,Ride,11,9,7.362,20.098,n/a,156.1,n/a,n/a,765.0,0,0,n/a,n/a,0.0,0,115.2,12.7,9,n/a,24/12/2022,738513,11:14:51,36.09km,01:21:42,26.5km/h,51.01461491547525,-0.3778122738003731
218,8270308815,2.0,Ride until puncture,21241.6,2754,2998,240.9,Ride,13,7,7.713,18.786,n/a,169.8,n/a,n/a,467.7,0,0,n/a,n/a,0.0,0,120.1,26.3,6,n/a,20/12/2022,738509,12:04:29,21.24km,00:45:54,27.8km/h,51.01474625989795,-0.3780912235379219
219,8219095746,2.0,Afternoon ride,52105.4,7336,8247,602.7,Ride,20,7,7.103,17.718,n/a,136.7,n/a,n/a,1002.7,0,0,n/a,n/a,0.0,0,101.0,5.3,3,n/a,07/12/2022,738496,10:39:54,52.11km,02:02:16,25.6km/h,51.01466436870396,-0.3777997847646475
220,8189178404,2.0,Afternoon Ride,18743.6,2465,2573,140.8,Ride,196,6,7.604,14.264,n/a,146.0,n/a,n/a,359.8,0,0,n/a,n/a,0.0,0,56.5,7.7,87,n/a,30/11/2022,738489,13:13:32,18.74km,00:41:05,27.4km/h,51.461853571236134,-0.221175542101264
221,8067915006,2.0,Afternoon ride,29508.8,4090,4559,245.5,Ride,354,7,7.215,15.79,n/a,131.5,n/a,n/a,537.7,0,0,n/a,n/a,0.0,0,56.5,7.7,9,n/a,04/11/2022,738463,15:20:14,29.51km,01:08:10,26.0km/h,51.46193051710725,-0.22111812606453896
222,8011791307,2.0,Lunch run,3124.8,812,812,34.6,Run,2,2,3.848,6.47,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,36.8,22.0,2,n/a,24/10/2022,738452,13:28:36,3.12km,00:13:32,04:20/km,51.45711679011583,-0.2148421760648489
223,7977073961,2.0,Afternoon run,5006.2,1210,1210,31.2,Run,8,6,4.137,12.435,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.7,4.0,7,n/a,17/10/2022,738445,14:16:40,5.01km,00:20:10,04:02/km,51.457040598616004,-0.21439416334033012
224,7931628359,2.0,Afternoon ride,46628.8,6043,7155,287.6,Ride,29,7,7.716,14.174,n/a,148.3,n/a,n/a,896.4,0,0,n/a,n/a,0.0,0,71.1,6.1,0,n/a,08/10/2022,738436,14:09:11,46.63km,01:40:43,27.8km/h,51.461989944800735,-0.22100413218140602
225,7926084584,2.0,Afternoon run,3816.5,992,1247,24.8,Run,2,1,3.847,5.09,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,33.6,9.5,0,n/a,07/10/2022,738435,16:30:02,3.82km,00:16:32,04:20/km,51.45720052532852,-0.21463874727487564
226,7833063051,2.0,Afternoon run,3662.4,963,963,33.8,Run,0,2,3.803,5.962,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,43.4,21.9,0,n/a,19/09/2022,738417,14:20:45,3.66km,00:16:03,04:23/km,51.457030372694135,-0.21473664790391922
227,7826842614,2.0,Morning ride,38448.1,5201,5734,319.9,Ride,37,6,7.392,15.96,n/a,134.0,n/a,n/a,696.9,0,0,n/a,n/a,0.0,0,61.0,4.4,5,n/a,18/09/2022,738416,09:10:55,38.45km,01:26:41,26.6km/h,51.01462178863585,-0.37798301316797733
228,7797465847,2.0,Evening ride,29389.8,3798,4167,246.7,Ride,768,7,7.738,18.678,n/a,151.6,n/a,n/a,575.6,0,0,n/a,n/a,0.0,0,56.5,7.7,454,n/a,12/09/2022,738410,18:03:02,29.39km,01:03:18,27.9km/h,51.46189095452428,-0.221283920109272
229,7731690008,2.0,Afternoon run,6279.1,1741,1751,21.2,Run,0,3,3.607,7.244,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.0,3.7,0,n/a,31/08/2022,738398,16:18:26,6.28km,00:29:01,04:37/km,51.45705694332719,-0.2146347239613533
230,7682402729,2.0,Evening ride,28465.9,3568,3650,231.2,Ride,657,6,7.978,17.644,n/a,154.0,n/a,n/a,549.4,0,0,n/a,n/a,0.0,0,56.5,7.7,330,n/a,22/08/2022,738389,18:56:24,28.47km,00:59:28,28.7km/h,51.46183739416301,-0.22116271778941154
231,7581915893,2.0,Afternoon run,5000.9,1254,1257,6.9,Run,10,3,3.988,5.886,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,12.3,3.6,8,n/a,04/08/2022,738371,15:50:40,5.00km,00:20:54,04:11/km,51.461965050548315,-0.22108451463282108
232,7558706497,2.0,Afternoon ride,38144.1,5224,5693,288.6,Ride,33,5,7.302,21.089,n/a,132.7,n/a,n/a,693.1,0,0,n/a,n/a,0.0,0,54.7,4.7,5,n/a,31/07/2022,738367,11:16:53,38.14km,01:27:04,26.3km/h,51.01466830819845,-0.37799835205078125
233,7536192092,2.0,Morning run,5136.2,1437,1458,8.6,Run,8,5,3.574,4.702,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,12.3,3.6,0,n/a,27/07/2022,738363,11:00:11,5.14km,00:23:57,04:40/km,51.461971420794725,-0.22160310298204422
234,7530237607,2.0,Morning run,5223.4,1359,1359,8.6,Run,11,6,3.844,5.84,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,12.3,3.6,4,n/a,26/07/2022,738362,10:18:04,5.22km,00:22:39,04:20/km,51.46176799200475,-0.2211504802107811
235,7523038049,2.0,Evening run,5218.1,1386,1405,8.6,Run,9,7,3.765,6.304,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,12.3,3.6,6,n/a,24/07/2022,738360,20:29:31,5.22km,00:23:06,04:26/km,51.46199556067586,-0.22125986404716969
236,7515825650,2.0,Back on the bike,60478.6,9694,11123,526.7,Ride,19,11,6.239,14.82,n/a,110.2,n/a,n/a,1068.4,0,0,n/a,n/a,0.0,0,196.1,5.3,14,n/a,23/07/2022,738359,12:18:36,60.48km,02:41:34,22.5km/h,51.45989438518882,-0.15672356821596622
237,7503328861,2.0,Morning run,5752.4,1613,1623,11.4,Run,0,6,3.566,4.996,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,12.4,3.7,0,n/a,21/07/2022,738357,08:05:52,5.75km,00:26:53,04:40/km,51.46169942803681,-0.22122818045318127
238,7487564658,2.0,Morning run,6065.8,1689,1689,55.3,Run,0,8,3.591,7.235,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,53.7,11.4,0,n/a,18/07/2022,738354,08:08:04,6.07km,00:28:09,04:38/km,51.46190579049289,-0.2211597841233015
239,7340528577,2.0,Afternoon run,4002.8,1024,1024,10.3,Run,6,3,3.909,7.316,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,25.8,15.5,0,n/a,20/06/2022,738326,18:39:38,4.00km,00:17:04,04:16/km,51.46453343331814,-0.13446475379168987
240,7302740910,2.0,Afternoon run,5152.9,1335,1350,9.7,Run,0,4,3.86,5.19,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.4,19.4,0,n/a,13/06/2022,738319,17:33:27,5.15km,00:22:15,04:19/km,51.464452212676406,-0.1347387582063675
241,7261465272,2.0,Night run,2003.6,518,518,3.7,Run,0,3,3.868,5.112,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,21.3,15.5,0,n/a,05/06/2022,738311,21:45:36,2.00km,00:08:38,04:19/km,51.46449722349644,-0.13473356142640114
242,7252939555,2.0,Lunch ride,23713.7,3676,3861,308.3,Ride,15,9,6.451,14.052,n/a,134.9,n/a,n/a,495.8,0,0,n/a,n/a,0.0,0,119.6,36.4,7,n/a,04/06/2022,738310,11:57:39,23.71km,01:01:16,23.2km/h,51.014692867174745,-0.3779889643192291
243,7223801169,2.0,Evening run,5168.2,1340,1350,9.7,Run,4,10,3.857,5.626,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.5,0,n/a,29/05/2022,738304,20:44:14,5.17km,00:22:20,04:19/km,51.46438985131681,-0.13477127999067307
244,7069709560,2.0,Lunch ride,44007.4,5565,5590,397.0,Ride,29,9,7.908,16.534,n/a,152.2,n/a,n/a,846.7,0,0,n/a,n/a,0.0,0,76.2,8.0,17,n/a,01/05/2022,738276,10:46:17,44.01km,01:32:45,28.5km/h,51.01471893489361,-0.37808770313858986
245,7048812090,2.0,Return to the Horsebridge,41564.4,5749,6880,501.6,Ride,41,10,7.23,15.672,n/a,149.1,n/a,n/a,857.2,0,0,n/a,n/a,0.0,0,133.3,5.4,4,n/a,27/04/2022,738272,10:44:12,41.56km,01:35:49,26.0km/h,51.01468230597675,-0.37827813997864723
246,7038188200,2.0,Lunch ride,45200.9,5784,6233,418.6,Ride,19,11,7.815,22.186,n/a,157.7,n/a,n/a,912.2,0,0,n/a,n/a,0.0,0,66.2,5.3,6,n/a,25/04/2022,738270,10:50:44,45.20km,01:36:24,28.1km/h,51.014658752828836,-0.3780121821910143
247,7006668873,2.0,Lunchtime ride,43461.6,6159,6698,430.4,Ride,22,5,7.057,15.15,n/a,128.5,n/a,n/a,791.4,0,0,n/a,n/a,0.0,0,90.3,14.3,3,n/a,19/04/2022,738264,11:16:11,43.46km,01:42:39,25.4km/h,51.014680713415146,-0.37792492657899857
248,6985755940,2.0,Afternoon Run,5013.3,1341,1341,13.9,Run,0,5,3.738,6.596,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.5,0,n/a,15/04/2022,738260,14:40:28,5.01km,00:22:21,04:28/km,51.4643594250083,-0.13482727110385895
249,6971611774,2.0,Evening run,5212.9,1160,1202,9.7,Run,15,2,4.494,6.092,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.4,19.7,6,n/a,12/04/2022,738257,19:08:18,5.21km,00:19:20,03:43/km,51.46455564536154,-0.13499063439667225
250,6965758612,2.0,Evening run,5360.0,1206,1218,9.8,Run,22,8,4.444,7.692,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.5,15,n/a,11/04/2022,738256,17:49:17,5.36km,00:20:06,03:45/km,51.46455547772348,-0.13499281369149685
251,6949819004,2.0,Afternoon run,5150.4,1268,1275,13.9,Run,6,5,4.062,5.666,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.5,0,n/a,08/04/2022,738253,15:41:35,5.15km,00:21:08,04:06/km,51.46455321460962,-0.13500102795660496
252,6940599962,2.0,Afternoon run,5180.7,1322,1330,10.2,Run,6,4,3.919,5.546,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.9,19.5,3,n/a,06/04/2022,738251,16:22:14,5.18km,00:22:02,04:15/km,51.464458499103785,-0.13479944318532944
253,6926426617,2.0,Afternoon ride,35222.5,4676,4960,344.6,Ride,22,8,7.533,15.15,n/a,145.1,n/a,n/a,678.5,0,0,n/a,n/a,0.0,0,91.2,9.1,4,n/a,03/04/2022,738248,14:33:36,35.22km,01:17:56,27.1km/h,51.01471466012299,-0.3778223320841789
254,6919980631,2.0,Morning cycle,37401.4,5678,6688,190.0,Ride,0,9,6.587,17.202,n/a,102.4,n/a,n/a,581.4,0,0,n/a,n/a,0.0,0,56.5,6.1,0,n/a,02/04/2022,738247,11:15:44,37.40km,01:34:38,23.7km/h,51.46090926602483,-0.21689767017960548
255,6916493924,2.0,Evening run,5001.7,1252,1252,9.7,Run,7,4,3.995,5.882,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.5,0,n/a,01/04/2022,738246,18:10:24,5.00km,00:20:52,04:10/km,51.464435113593936,-0.13474781066179276
256,6884731146,2.0,Morning run,4303.2,1162,1168,7.5,Run,1,6,3.703,5.664,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,27.3,19.5,0,n/a,26/03/2022,738240,11:51:14,4.30km,00:19:22,04:30/km,51.464561680331826,-0.13496892526745796
257,6877165426,2.0,Evening run,5007.2,1236,1236,9.8,Run,4,5,4.051,5.494,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.5,0,n/a,24/03/2022,738238,20:17:17,5.01km,00:20:36,04:07/km,51.4643919467926,-0.13477278873324394
258,6855436157,2.0,Chipping away,5005.9,1169,1169,13.8,Run,14,6,4.282,6.44,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,15.5,5,n/a,20/03/2022,738234,17:13:58,5.01km,00:19:29,03:54/km,51.46439437754452,-0.13475200161337852
259,6849476149,2.0,Afternoon run,5192.9,1303,1303,9.7,Run,7,7,3.985,6.54,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.5,19.5,3,n/a,19/03/2022,738233,16:50:48,5.19km,00:21:43,04:11/km,51.46442991681397,-0.1348455436527729
260,6838532331,2.0,Afternoon run,5094.8,1329,1338,10.1,Run,3,6,3.834,5.03,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,0.0,0,29.9,19.5,0,n/a,17/03/2022,738231,15:12:18,5.09km,00:22:09,04:21/km,51.46443620324135,-0.1347611378878355
